order,container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
13846,OAHG0068888,XQHP,GD,unload,2023,25,8D,20,9,3,8D,20,0,0,999,F,22,258,2023-04-12 15:22:45
13847,EURH4227481,YOSU,TS,change,2023,21,7C,29,8,2,7C,29,7,4,999,F,45,253,2023-04-12 15:24:50
13848,PAAV3945799,IYDE,TS,change,2023,16,8A,21,9,5,8A,21,3,1,999,F,45,255,2023-04-12 15:24:31
13849,YLKT8034774,BWIK,GD,unload,2023,23,8B,9,4,2,8B,9,0,0,999,F,45,256,2023-04-12 15:27:14
13850,EGUY1570345,TPCT,GD,unload,2023,26,7B,29,1,1,7B,29,0,0,999,F,45,252,2023-04-12 15:28:16
13851,IOHI9050345,RZSG,GD,unload,2023,33,8D,19,5,3,8D,19,0,0,999,F,22,258,2023-04-12 15:28:23
13852,CEHM5095122,RZSG,GD,unload,2023,33,8D,2,1,2,8D,2,0,0,999,F,22,254,2023-04-12 15:27:52
13853,HMDJ1032404,RMOD,GD,unload,2023,18,7C,29,8,1,7C,29,0,0,999,F,45,253,2023-04-12 15:27:02
13854,VTCB2707758,TWYM,TS,change,2023,19,8D,16,6,3,8D,16,8,2,999,F,22,258,2023-04-12 15:29:44
13855,LAUN2633424,NULK,TS,change,2023,19,8B,17,8,5,8B,17,7,5,999,F,45,256,2023-04-12 15:30:16
13856,VTCB2707758,TWYM,TS,change,2023,19,8D,16,8,2,8D,16,5,1,999,F,22,258,2023-04-12 15:29:17
13857,BNNI0796318,ZKIE,GD,unload,2023,25,8A,21,9,4,8A,21,0,0,999,F,45,255,2023-04-12 15:30:10
13858,FQGF8560241,MZPH,TS,change,2023,21,8D,2,7,3,8D,2,1,2,999,F,22,254,2023-04-12 15:29:51
13859,PISV0663644,RZSG,TS,change,2023,33,7C,29,3,3,7C,29,2,4,999,F,45,253,2023-04-12 15:31:56
13860,MKWE1827129,YOSU,GD,unload,2023,21,7B,27,6,5,7B,27,0,0,999,F,45,252,2023-04-12 15:30:57
13861,SXVP9125135,AIYA,GD,unload,2023,22,8D,16,6,2,8D,16,0,0,999,F,22,258,2023-04-12 15:31:37
13862,QRIT5879229,RZSG,TS,change,2023,33,8A,19,7,5,8A,19,1,5,999,F,45,255,2023-04-12 15:33:37
13863,FQPP0586704,YOSU,GD,unload,2023,21,8B,17,8,4,8B,17,0,0,999,F,45,256,2023-04-12 15:32:40
13864,KKQI2448964,UXAF,TS,change,2023,19,7B,23,2,4,7B,23,4,3,999,F,45,252,2023-04-12 15:31:51
13865,LQKF7124803,MZPH,GD,unload,2023,21,8D,2,7,2,8D,2,0,0,999,F,22,254,2023-04-12 15:34:22
13866,XSSX5696742,YOSU,GD,unload,2023,21,7C,29,3,2,7C,29,0,0,999,F,45,253,2023-04-12 15:34:23
13867,LHJX1511258,AIYA,GD,unload,2023,22,8D,17,9,2,8D,17,0,0,999,F,22,258,2023-04-12 15:33:10
13868,NGRM1207952,MDHF,TS,change,2023,29,7B,23,2,3,7B,23,4,4,999,F,45,252,2023-04-12 15:36:29
13869,SGOQ5061001,TPCT,GD,unload,2023,26,8A,19,5,3,8A,19,0,0,999,F,45,255,2023-04-12 15:35:40
13870,ETHB7386149,IYDE,TS,change,2023,16,7A,27,1,5,7A,27,7,5,999,F,45,251,2023-04-12 15:34:58
13871,TBKK0401346,MZPH,GD,unload,2023,21,8D,2,7,1,8D,2,0,0,999,F,22,254,2023-04-12 15:36:02
13872,MFQK9575988,SSFG,GD,unload,2023,27,8B,27,4,4,8B,27,0,0,999,F,45,256,2023-04-12 15:34:38
13873,FYKA5600029,AIYA,GD,unload,2023,22,8D,23,2,1,8D,23,0,0,999,F,22,258,2023-04-12 15:38:11
13874,WPUH9723699,YOSU,GD,unload,2023,21,7A,27,8,5,7A,27,0,0,999,F,45,251,2023-04-12 15:37:08
13875,PJOR1949457,RRPF,TS,change,2023,26,8A,19,7,4,8A,19,2,5,999,F,45,255,2023-04-12 15:42:47
13876,HXWB5155574,YOSU,GD,unload,2023,21,8C,13,9,3,8C,13,0,0,999,F,22,257,2023-04-12 15:38:57
13877,HHBM9465275,ESQU,TS,change,2023,25,7C,13,4,5,7C,13,5,3,999,F,45,253,2023-04-12 15:38:57
13878,IFOJ9919845,MZPH,TS,change,2023,21,8D,2,9,3,8D,2,7,1,999,F,22,254,2023-04-12 15:38:06
13879,NWAQ5808322,PNFY,GD,unload,2023,24,7B,23,2,2,7B,23,0,0,999,F,45,252,2023-04-12 15:38:36
13880,YEHN6342170,YOSU,TS,change,2023,21,7A,27,1,4,7A,27,5,2,999,F,45,251,2023-04-12 15:39:18
13881,DKFP1045886,MPFG,TS,change,2023,21,7C,13,4,4,7C,13,7,3,999,F,45,253,2023-04-12 15:39:43
13882,KCWG9063227,YOSU,TS,change,2023,21,8D,29,8,3,8D,29,3,3,999,F,22,258,2023-04-12 15:40:36
13883,EHAW2998168,SSFG,TS,change,2023,27,8A,19,8,4,8A,19,5,3,999,F,45,255,2023-04-12 15:39:56
13884,WOGE5094179,MZPH,TS,change,2023,22,8D,2,9,2,8D,2,7,2,999,F,22,254,2023-04-12 15:40:51
13885,FICT9636120,YOSU,TS,change,2023,21,8D,29,8,2,8D,29,6,3,999,F,22,258,2023-04-12 15:46:07
13886,XHZP9594727,TDZS,TS,change,2023,18,7C,13,4,3,7C,13,5,4,999,F,45,253,2023-04-12 15:41:53
13887,MVBA8409511,SSFG,GD,unload,2023,27,8C,10,9,3,8C,10,0,0,999,F,22,257,2023-04-12 15:41:05
13888,OBDM4902908,YOSU,GD,unload,2023,21,8D,29,8,1,8D,29,0,0,999,F,22,258,2023-04-12 15:42:02
13889,QJOZ3719100,NJLM,GD,unload,2023,43,8B,3,5,3,8B,3,0,0,999,F,45,256,2023-04-12 15:42:24
13890,VXAV7823040,PNFY,GD,unload,2023,23,8D,2,9,1,8D,2,0,0,999,F,22,254,2023-04-12 15:42:18
13891,YALM4227677,JKPF,GD,unload,2023,20,8A,19,8,3,8A,19,0,0,999,F,45,255,2023-04-12 15:42:52
13892,XXWG1371521,CQFG,TS,change,2023,35,7C,13,4,2,7C,13,7,4,999,F,45,253,2023-04-12 15:41:38
13893,LLJU6771937,YOSU,GD,unload,2023,21,7B,29,6,5,7B,29,0,0,999,F,45,252,2023-04-12 15:43:30
13894,MEBL7404678,UXAF,TS,change,2023,19,7A,15,4,5,7A,17,1,5,999,F,45,251,2023-04-12 15:44:20
13895,STBT4765302,YOSU,TS,change,2023,21,8C,22,5,2,8C,22,7,1,999,F,22,257,2023-04-12 15:43:44
13896,LJVM1095094,YOSU,TS,change,2023,21,8D,31,3,3,8D,31,6,3,999,F,22,258,2023-04-12 15:45:34
13897,UQCL6524905,ESQU,TS,change,2023,25,8A,19,9,4,8A,19,8,3,999,F,45,255,2023-04-12 15:44:07
13898,KYON6438700,BWIK,GD,unload,2023,23,7C,13,4,1,7C,13,0,0,999,F,45,253,2023-04-12 15:47:13
13899,AATK2771250,RMOD,TS,change,2023,18,8B,13,9,1,8B,13,1,5,999,F,45,256,2023-04-12 15:45:58
13900,SNKT2901733,SSFG,TS,change,2023,27,8D,1,5,3,8D,1,3,2,999,F,22,254,2023-04-12 15:47:06
13901,FBBP2536146,IYDE,TS,change,2023,16,7A,13,2,5,7A,13,6,3,999,F,45,251,2023-04-12 15:47:03
13902,DTGW2944017,KMXV,TS,change,2023,27,7B,21,1,4,7B,21,6,4,999,F,45,252,2023-04-12 15:46:59
13903,CIJN3842643,SSFG,TS,change,2023,27,8D,1,5,2,8D,1,1,2,999,F,22,254,2023-04-12 15:46:56
13904,TNLL9707882,LRBX,TS,change,2023,27,8B,13,6,5,8B,13,9,1,999,F,45,256,2023-04-12 15:46:19
13905,WDTC8100212,YOSU,GD,unload,2023,21,8C,22,5,1,8C,22,0,0,999,F,22,257,2023-04-12 15:48:26
13906,WAAO0062337,YOSU,GD,unload,2023,21,8D,31,3,2,8D,31,0,0,999,F,22,258,2023-04-12 15:48:36
13907,HVMI5918192,YOSU,TS,change,2023,21,7B,21,1,3,7B,21,2,5,999,F,45,252,2023-04-12 15:46:47
13908,IHFG1703069,TWYM,TS,change,2023,19,8A,9,4,5,8A,9,7,3,999,F,45,255,2023-04-12 15:47:15
13909,FMIQ4288111,SKBN,GD,unload,2023,26,7C,15,1,5,7C,15,0,0,999,F,45,253,2023-04-12 15:49:18
13910,GNNS2245837,RMOD,TS,change,2023,18,8B,13,6,4,8B,13,9,2,999,F,45,256,2023-04-12 15:50:25
13911,VZEY4509375,SSFG,GD,unload,2023,27,8D,1,5,1,8D,1,0,0,999,F,22,254,2023-04-12 15:50:27
13912,QEOX1216780,TWYM,TS,change,2023,19,8A,9,4,4,8A,9,7,4,999,F,45,255,2023-04-12 15:50:45
13913,KXYV5103343,UXAF,GD,unload,2023,19,7A,13,2,4,7A,13,0,0,999,F,45,251,2023-04-12 15:51:16
13914,MWNK1966921,UZBS,GD,unload,2023,19,7B,21,1,2,7B,21,0,0,999,F,45,252,2023-04-12 15:51:15
13915,HBCY9215058,TDJI,TS,change,2023,20,7A,15,4,4,7A,15,3,1,999,F,45,251,2023-04-12 15:51:23
13916,XZCU9663141,UGAO,GD,unload,2023,23,8B,13,6,3,8B,13,0,0,999,F,45,256,2023-04-12 15:51:20
13917,CKMO6925550,TWYM,GD,unload,2023,19,8D,16,3,3,8D,16,0,0,999,F,22,258,2023-04-12 15:51:29
13918,QIJK1269367,SKBN,GD,unload,2023,26,8A,9,4,3,8A,9,0,0,999,F,45,255,2023-04-12 15:53:14
13919,HVSI7288552,YOSU,GD,unload,2023,21,7C,17,4,4,7C,17,0,0,999,F,45,253,2023-04-12 15:58:14
13920,WQUG9657457,RMOD,TS,change,2023,18,7A,15,4,3,7A,15,3,2,999,F,45,251,2023-04-12 15:52:42
13921,ILOQ6257609,TPCT,TS,change,2023,26,7B,29,5,3,7B,29,1,1,999,F,45,252,2023-04-12 15:56:47
13922,MPVN7134845,YOSU,TS,change,2023,21,8A,9,6,5,8A,9,1,4,999,F,45,255,2023-04-12 15:55:23
13923,XDBV7774010,SKBN,TS,change,2023,24,7A,15,4,2,7A,15,3,3,999,F,45,251,2023-04-12 15:55:37
13924,LFTV9023392,MDHF,TS,change,2023,29,8B,13,5,5,8B,13,9,3,999,F,45,256,2023-04-12 15:56:30
13925,GVCL5543538,UXAF,VL,unload,2023,19,7D,28,7,2,7D,28,0,0,353,F,22,254,2023-04-12 16:06:48
13926,AOLB7429747,JIAP,TS,change,2023,27,7B,29,5,2,7B,29,1,2,999,F,45,252,2023-04-12 15:55:23
13927,EIQN9925530,AIYA,GD,unload,2023,20,8D,6,2,2,8D,6,0,0,999,F,22,258,2023-04-12 15:56:50
13928,XWUQ3079772,JTRC,TS,change,2023,19,8A,9,6,4,8A,9,2,5,999,F,45,255,2023-04-12 15:58:13
13929,RMTQ8618356,UGAO,TS,change,2023,23,7C,31,6,3,7C,31,3,4,999,F,45,253,2023-04-12 15:58:38
13930,LIJR1636638,JTRC,GD,unload,2023,19,8D,5,4,2,8D,5,0,0,999,F,22,258,2023-04-12 16:00:01
13931,RPRJ6284350,YOSU,GD,unload,2023,20,7A,15,4,1,7A,15,0,0,999,F,45,251,2023-04-12 16:00:30
13932,DJSX0985544,UGAO,GD,unload,2023,23,8B,13,5,4,8B,13,0,0,999,F,45,256,2023-04-12 15:59:16
13933,QWIK3946211,UGAO,GD,unload,2023,23,8A,9,6,3,8A,9,0,0,999,F,45,255,2023-04-12 16:00:12
13934,BIHK3635409,AMXM,GD,unload,2023,19,7B,29,5,1,7B,29,0,0,999,F,45,252,2023-04-12 16:00:31
13935,SIYS1312582,GNOR,GD,unload,2023,20,7D,31,4,1,7D,31,0,0,999,F,22,254,2023-04-12 15:59:25
13936,LDIA2064180,UGAO,GD,unload,2023,23,7C,31,6,2,7C,31,0,0,999,F,45,253,2023-04-12 16:03:03
13937,AESK4616304,LRBX,TS,change,2023,27,8C,7,8,3,8C,7,7,2,999,F,22,257,2023-04-12 16:01:54
13938,RDGH3973727,QSAT,TS,change,2023,33,7D,38,9,3,7D,38,6,1,999,F,22,258,2023-04-12 16:05:45
13939,RDGH3973727,QSAT,TS,change,2023,33,7D,38,6,1,7D,38,4,3,999,F,22,258,2023-04-12 16:05:38
13940,BCCV6912039,UXAF,TS,change,2023,19,7B,31,4,5,7B,31,9,5,999,F,45,252,2023-04-12 16:02:12
13941,FRWD1891765,YZCI,TS,change,2023,23,7D,29,2,3,7D,29,7,2,999,F,22,254,2023-04-12 16:02:10
13942,VTVW7687407,SSFG,TS,change,2023,27,7C,29,5,3,7C,29,3,2,999,F,45,253,2023-04-12 16:02:42
13943,AZPM6762727,GMQD,TS,change,2023,19,7D,38,9,2,7D,38,6,1,999,F,22,258,2023-04-12 16:01:57
13944,AZPM6762727,GMQD,TS,change,2023,19,7D,38,6,1,7D,38,8,3,999,F,22,258,2023-04-12 16:04:01
13945,CSUQ3223784,SSFG,GD,unload,2023,27,8B,27,2,3,8B,27,0,0,999,F,45,256,2023-04-12 16:02:02
13946,PAAV3945799,IYDE,TS,change,2023,16,8A,21,3,1,8A,21,9,4,999,F,45,255,2023-04-12 16:05:46
13947,NALU5328768,XQHP,GD,unload,2023,25,8C,7,8,2,8C,7,0,0,999,F,22,257,2023-04-12 16:03:14
13948,QLVJ6515502,ODLQ,TS,change,2023,33,7B,31,4,4,7B,31,8,1,999,F,45,252,2023-04-12 16:03:47
13949,FTBU6499614,PNFY,GD,unload,2023,24,7D,38,9,1,7D,38,0,0,999,F,22,258,2023-04-12 16:04:46
13950,KBYA9025868,SSFG,TS,change,2023,27,7C,29,6,3,7C,29,3,3,999,F,45,253,2023-04-12 16:05:04
13951,WDRD2623758,ZKIE,TS,change,2023,25,7D,29,2,2,7D,29,6,2,999,F,22,254,2023-04-12 16:05:10
13952,KWSL4681435,YOSU,GD,unload,2023,21,7A,27,1,3,7A,27,0,0,999,F,45,251,2023-04-12 16:05:44
13953,YWTP9307298,SSFG,TS,change,2023,27,7B,31,4,3,7B,31,8,2,999,F,45,252,2023-04-12 16:05:43
13954,BLXZ2837564,ZKIE,TS,change,2023,25,8A,21,6,5,8A,21,3,1,999,F,45,255,2023-04-12 16:08:07
13955,FXUA5271607,ZKIE,GD,unload,2023,25,7D,29,2,1,7D,29,0,0,999,F,22,254,2023-04-12 16:06:14
13956,SOUI9048275,IYDE,TS,change,2023,16,7A,27,3,5,7A,27,1,3,999,F,45,251,2023-04-12 16:07:52
13957,BDZR2702870,SSFG,TS,change,2023,27,7B,31,4,2,7B,31,8,3,999,F,45,252,2023-04-12 16:06:55
13958,LOBT4263576,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,8,1,307,F,45,253,2023-04-12 16:06:35
13959,MCGL7894909,AMXM,TS,change,2023,19,8A,21,6,4,8A,21,3,2,999,F,45,255,2023-04-12 16:07:09
13960,MLLW1123217,UXAF,TS,change,2023,19,7A,27,3,4,7A,27,5,3,999,F,45,251,2023-04-12 16:08:50
13961,SHGE7883648,SKBN,VU,load,2023,27,8B,27,0,0,8B,27,3,2,366,F,45,256,2023-04-12 16:08:11
13962,ATTR5720711,YZCI,TS,change,2023,23,7D,28,5,3,7D,28,4,1,999,F,22,258,2023-04-12 16:09:41
13963,BGEV5511813,PWBV,TS,change,2023,19,7D,17,9,3,7D,17,7,1,999,F,22,254,2023-04-12 16:13:55
13964,ATTR5720711,YZCI,TS,change,2023,23,7D,28,4,1,7D,28,1,3,999,F,22,258,2023-04-12 16:09:00
13965,ABFE4976296,SSFG,TS,change,2023,27,7C,29,6,2,7C,29,3,4,999,F,45,253,2023-04-12 16:10:38
13966,COVC2521371,YOSU,GD,unload,2023,21,7B,31,4,1,7B,31,0,0,999,F,45,252,2023-04-12 16:09:35
13967,PRIV3561278,ORGJ,TS,change,2023,27,7A,27,3,3,7A,27,5,4,999,F,45,251,2023-04-12 16:11:26
13968,RSZB1817532,XQHP,TS,change,2023,25,7D,28,5,2,7D,28,9,2,999,F,22,258,2023-04-12 16:11:15
13969,XMIO2704438,JKPF,TS,change,2023,18,7D,17,9,2,7D,17,7,2,999,F,22,254,2023-04-12 16:11:29
13970,AJHK3963152,UXAF,TS,change,2023,19,8A,27,3,5,8A,27,9,5,999,F,45,255,2023-04-12 16:12:29
13971,YLVE7206786,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,8,2,384,F,45,253,2023-04-12 16:12:39
13972,TOJX9571393,XQHP,GD,unload,2023,25,7D,28,5,1,7D,28,0,0,999,F,22,258,2023-04-12 16:12:49
13973,OYJB6397081,XQHP,GD,unload,2023,25,7A,27,3,2,7A,27,0,0,999,F,45,251,2023-04-12 16:14:20
13974,FEIR5897722,YOSU,TS,change,2023,21,8B,19,2,4,8B,19,6,3,999,F,45,256,2023-04-12 16:11:59
13975,YBWM8039735,GMQD,GD,unload,2023,18,7D,17,9,1,7D,17,0,0,999,F,22,254,2023-04-12 16:14:44
13976,KGFV6967380,JKPF,TS,change,2023,20,7B,15,8,5,7B,15,6,2,999,F,45,252,2023-04-12 16:14:47
13977,DSNG2679682,ZKIE,GD,unload,2023,25,8A,27,3,4,8A,27,0,0,999,F,45,255,2023-04-12 16:14:53
13978,WJXO1730581,GMQD,TS,change,2023,19,8B,19,2,3,8B,19,6,4,999,F,45,256,2023-04-12 16:15:43
13979,FQUP7965937,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,8,3,352,F,45,253,2023-04-12 16:15:00
13980,LPAZ8743479,TWYM,TS,change,2023,19,7D,30,1,3,7D,30,6,3,999,F,22,258,2023-04-12 16:13:54
13981,UNMT7174439,JIAP,TS,change,2023,27,7B,15,8,4,7B,15,6,3,999,F,45,252,2023-04-12 16:16:06
13982,SSNI8950646,KMPN,TS,change,2023,31,7C,29,6,1,7C,29,3,5,999,F,45,253,2023-04-12 16:16:34
13983,CALI6007361,TWYM,TS,change,2023,19,7D,30,1,2,7D,30,9,3,999,F,22,258,2023-04-12 16:23:13
13984,PFLJ6061482,TWYM,GD,unload,2023,19,7D,16,9,2,7D,16,0,0,999,F,22,254,2023-04-12 16:16:10
13985,UBAN9509324,MZPH,VU,load,2023,23,7A,27,0,0,7A,27,6,5,310,F,45,251,2023-04-12 16:18:55
13986,CPUX5183416,TWYM,GD,unload,2023,19,8B,19,2,2,8B,19,0,0,999,F,43,256,2023-04-12 16:18:00
13987,MEFW1416165,JTRC,GD,unload,2023,19,7B,15,8,3,7B,15,0,0,999,F,45,252,2023-04-12 16:17:41
13988,XWDA4727485,PWBV,GD,unload,2023,19,7D,30,1,1,7D,30,0,0,999,F,22,258,2023-04-12 16:18:11
13989,XFWF8098411,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,8,4,382,F,45,253,2023-04-12 16:22:55
13990,BGCI8511797,UXAF,TS,change,2023,19,7D,14,7,2,7D,14,3,2,999,F,22,254,2023-04-12 16:20:54
13991,ZVUB3006478,UXAF,TS,change,2023,19,8C,5,6,3,8C,5,7,2,999,F,22,257,2023-04-12 16:20:38
13992,WNRU7324771,SKBN,VU,load,2023,27,8B,17,0,0,8B,17,8,4,322,F,45,256,2023-04-12 16:21:02
13993,RZUG9823005,ESQU,TS,change,2023,25,7C,23,6,5,7C,23,5,2,999,F,45,253,2023-04-12 16:22:19
13994,HCKM2495808,GPGW,TS,change,2023,21,8D,1,7,3,8D,1,4,3,999,F,22,258,2023-04-12 16:22:49
13995,URHR5964454,YOSU,TS,change,2023,21,8C,5,6,2,8C,5,9,1,999,F,22,257,2023-04-12 16:23:17
13996,EADO1357572,UXAF,GD,unload,2023,19,7D,14,7,1,7D,14,0,0,999,F,22,254,2023-04-12 16:22:57
13997,VTQF2943650,AMXM,GD,unload,2023,19,7A,11,7,3,7A,11,0,0,999,F,45,251,2023-04-12 16:22:11
13998,IIMD0188130,JTRC,GD,unload,2023,19,7B,25,6,5,7B,25,0,0,999,F,45,252,2023-04-12 16:23:32
13999,ZMTU2875026,MDHF,TS,change,2023,29,8B,19,7,5,8B,19,2,2,999,F,45,256,2023-04-12 16:24:54
14000,FZBF9688252,GNOR,GD,unload,2023,20,8D,1,7,2,8D,1,0,0,999,F,22,258,2023-04-12 16:24:17
14001,XGDA0934769,SLVN,TS,change,2023,27,7D,9,9,3,7D,9,5,1,999,F,22,254,2023-04-12 16:25:58
14002,QPSM6913171,GNOR,GD,unload,2023,20,8C,5,6,1,8C,5,0,0,999,F,22,257,2023-04-12 16:26:19
14003,LXPO8669862,ZKIE,TS,change,2023,25,8B,19,7,4,8B,19,2,3,999,F,45,256,2023-04-12 16:27:41
14004,DIFI1671952,MZPH,VU,load,2023,23,7B,27,0,0,7B,27,2,3,348,F,45,252,2023-04-12 16:26:00
14005,DIFE1415385,MZPH,VU,load,2023,23,7C,25,0,0,7C,25,2,3,310,F,45,253,2023-04-12 16:26:20
14006,SEDH3745302,SKBN,VU,load,2023,27,8A,23,0,0,8A,23,8,1,308,F,45,255,2023-04-12 16:25:39
14007,JZND7916866,NULK,TS,change,2023,19,8B,19,7,3,8B,19,2,4,999,F,45,256,2023-04-12 16:26:38
14008,OZRQ4122734,SLVN,TS,change,2023,27,7D,9,9,2,7D,9,5,2,999,F,22,254,2023-04-12 16:29:31
14009,LUSB4782069,NULK,TS,change,2023,19,7C,25,6,5,7C,25,7,4,999,F,45,253,2023-04-12 16:28:13
14010,AVMJ5296869,SSFG,TS,change,2023,27,8C,12,5,2,8C,12,2,3,999,F,22,257,2023-04-12 16:27:59
14011,IYUD4090865,ZKIE,GD,unload,2023,25,8D,15,8,3,8D,15,0,0,999,F,22,258,2023-04-12 16:30:52
14012,LMJF1180679,TWYM,TS,change,2023,19,7C,25,6,4,7C,25,2,4,999,F,45,253,2023-04-12 16:34:15
14013,DXZT5961852,UZBS,GD,unload,2023,19,7D,9,9,1,7D,9,0,0,999,F,22,254,2023-04-12 16:30:09
14014,MFSF1801391,SKBN,VU,load,2023,27,8B,17,0,0,8B,17,6,5,351,F,45,256,2023-04-12 16:30:35
14015,VSCP6627496,UGAO,GD,unload,2023,23,7B,19,7,5,7B,19,0,0,999,F,45,252,2023-04-12 16:30:52
14016,HLCV1251761,YOSU,GD,unload,2023,21,7A,31,3,4,7A,31,0,0,999,F,45,251,2023-04-12 16:29:24
14017,GMYY3230275,MGBO,GD,unload,2023,18,8C,12,5,1,8C,12,0,0,999,F,22,257,2023-04-12 16:29:53
14018,OEVZ2881515,RMOD,GD,unload,2023,18,8A,19,9,3,8A,19,0,0,999,F,45,255,2023-04-12 16:29:53
14019,IJXC3786026,RZSG,TS,change,2023,32,8B,13,2,5,8B,13,6,3,999,F,45,256,2023-04-12 16:32:25
14020,QJJF2730605,RZSG,TS,change,2023,33,7D,11,5,4,7D,11,1,3,999,F,22,254,2023-04-12 16:32:27
14021,TVWB6479378,RMOD,GD,unload,2023,18,7C,25,6,3,7C,25,0,0,999,F,45,253,2023-04-12 16:33:14
14022,CPUD4857245,SKBN,VU,load,2023,27,7A,31,0,0,7A,31,9,3,366,F,45,251,2023-04-12 16:35:14
14023,HIWK2761582,TDJI,TS,change,2023,20,8B,13,2,4,8B,13,6,4,999,F,45,256,2023-04-12 16:43:29
14024,STLM5082032,SKBN,VU,load,2023,27,7B,19,0,0,7B,19,8,1,322,F,45,252,2023-04-12 16:34:23
14025,DIKT2016695,RZSG,TS,change,2023,33,7D,11,6,4,7D,11,4,2,999,F,22,254,2023-04-12 16:35:04
14026,WAUF2590848,NULK,TS,change,2023,19,7D,11,6,3,7D,11,4,3,999,F,22,254,2023-04-12 16:34:31
14027,MNHQ8715392,SSFG,GD,unload,2023,27,8A,19,7,3,8A,19,0,0,999,F,45,255,2023-04-12 16:34:59
14028,QJGL9995973,UXAF,TS,change,2023,19,8D,1,8,3,8D,1,3,3,999,F,22,258,2023-04-12 16:37:28
14029,FXIA1726247,YZCI,VU,load,2023,23,7C,29,0,0,7C,29,6,1,352,F,45,253,2023-04-12 16:35:30
14030,AEUM2159330,RMOD,GD,unload,2023,18,8B,13,2,3,8B,13,0,0,999,F,45,256,2023-04-12 16:37:32
14031,KNQJ3788688,MZPH,VU,load,2023,23,7B,19,0,0,7B,19,8,2,354,F,45,252,2023-04-12 16:39:34
14032,FCTG5846655,GNOR,TS,change,2023,20,7D,11,6,2,7D,11,9,2,999,F,22,254,2023-04-12 16:37:45
14033,HIZI7947090,XQHP,GD,unload,2023,25,8D,1,8,2,8D,1,0,0,999,F,22,258,2023-04-12 16:37:47
14034,SOGU5401468,RMOD,TS,change,2023,18,7A,7,6,3,7A,7,3,2,999,F,45,251,2023-04-12 16:40:24
14035,XGMI8658469,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,6,2,337,F,45,253,2023-04-12 16:39:09
14036,LUNQ7697901,YZCI,VU,load,2023,23,8A,21,0,0,8A,21,3,3,307,F,45,255,2023-04-12 16:39:21
14037,DMCK1239860,SKBN,VU,load,2023,27,7B,19,0,0,7B,19,8,3,351,F,45,252,2023-04-12 16:39:56
14038,QUXX8629503,SKBN,VU,load,2023,27,8B,15,0,0,8B,15,6,1,360,F,45,256,2023-04-12 16:40:35
14039,FDGW0309437,NJLM,TS,change,2023,43,7D,33,9,3,7D,33,4,3,999,F,22,258,2023-04-12 16:40:47
14040,BATY3613007,RZSG,GD,unload,2023,32,7D,11,6,1,7D,11,0,0,999,F,22,254,2023-04-12 16:49:00
14041,VIYK5041929,XQHP,GD,unload,2023,25,7D,33,9,2,7D,33,0,0,999,F,22,258,2023-04-12 16:41:46
14042,PSEZ5307816,MZPH,VU,load,2023,23,7C,29,0,0,7C,29,6,3,303,F,45,253,2023-04-12 16:43:22
14043,UUYO2896478,RMOD,GD,unload,2023,18,7A,7,6,2,7A,7,0,0,999,F,45,251,2023-04-12 16:41:28
14044,HADH1687010,SSFG,TS,change,2023,27,8A,9,8,4,8A,9,6,3,999,F,45,255,2023-04-12 16:42:42
14045,UNMT7174439,JIAP,GD,unload,2023,27,7B,15,6,3,7B,15,0,0,999,F,45,252,2023-04-12 16:42:11
14046,HLME3580981,YZCI,VU,load,2023,23,8B,15,0,0,8B,15,6,2,352,F,45,256,2023-04-12 16:43:48
14047,KPON0283978,IYDE,TS,change,2023,16,7A,13,7,5,7A,13,4,4,999,F,45,251,2023-04-12 16:45:32
14048,PYTD6589503,RMOD,GD,unload,2023,18,8A,9,8,3,8A,9,0,0,999,F,45,255,2023-04-12 16:44:36
14049,NRYX2778757,MZPH,VU,load,2023,23,7C,29,0,0,7C,29,6,4,370,F,45,253,2023-04-12 16:46:36
14050,RKYA9610228,YOSU,TS,change,2023,21,8B,9,6,5,8B,9,3,4,999,F,45,256,2023-04-12 16:46:14
14051,PNPL1898273,MZPH,VU,load,2023,23,7B,17,0,0,7B,17,8,4,348,F,45,252,2023-04-12 16:48:29
14052,HIXP7468528,UXAF,TS,change,2023,19,8D,18,9,3,8D,18,7,3,999,F,22,258,2023-04-12 16:46:40
14053,IJIO0405712,YOSU,TS,change,2023,21,7D,32,9,3,7D,32,7,1,999,F,22,254,2023-04-12 16:48:12
14054,SCDN3330827,UXAF,TS,change,2023,19,7A,13,7,4,7A,15,4,1,999,F,45,251,2023-04-12 16:47:52
14055,TXFD7759621,SKBN,VU,load,2023,27,7C,29,0,0,7C,29,1,4,350,F,45,253,2023-04-12 16:48:06
14056,BUGW3550701,SKBN,VU,load,2023,27,8A,9,0,0,8A,9,4,3,360,F,45,255,2023-04-12 16:48:32
14057,YNXO6017168,JKPF,GD,unload,2023,21,8B,9,6,4,8B,9,0,0,999,F,45,256,2023-04-12 16:48:30
