container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
AHOG3238418,KMXV,TS,change,2023,23,7B,19,2,4,7B,,,,999,F,45,252,2023-04-06 13:53:40
ODYB3325799,SSFG,TS,change,2023,23,7C,23,7,5,7C,,,,999,F,45,253,2023-04-06 13:51:56
SWVY2756792,UXAF,TS,change,2023,15,7D,16,4,2,7D,,,,999,F,22,254,2023-04-06 13:52:14
ZQUH4952816,SSFG,TS,change,2023,23,7A,17,5,5,7A,,,,999,F,45,251,2023-04-06 13:51:11
DJKA9662815,ODLQ,TS,change,2023,29,7C,23,7,4,7C,,,,999,F,45,253,2023-04-06 13:54:04
ZSEC3973107,UXAF,GD,unload,2023,15,7D,16,4,1,7D,,,,999,F,22,254,2023-04-06 13:52:40
NLZV1584237,SSFG,TS,change,2023,23,7A,17,5,4,7A,,,,999,F,45,251,2023-04-06 13:54:12
FGNB6972781,TPCT,GD,unload,2023,22,7B,19,2,3,7B,,,,999,F,45,252,2023-04-06 13:54:19
UCSC1990136,YOSU,GD,unload,2023,17,8A,23,7,4,8A,,,,999,F,45,255,2023-04-06 13:54:57
VZGA0186078,XWYA,TS,change,2023,16,8D,15,4,3,8D,,,,999,F,22,258,2023-04-06 13:54:27
IRFK0168683,YOSU,GD,unload,2023,17,8C,13,7,1,8C,,,,999,F,22,257,2023-04-06 13:59:24
EUZA4750335,KSMH,GD,unload,2023,13,8B,11,3,1,8B,,,,999,F,45,256,2023-04-06 13:58:02
RUSR2078595,UGAO,TS,change,2023,19,7A,17,5,3,7A,,,,999,F,45,251,2023-04-06 13:55:56
BQMG9280384,UXAF,TS,change,2023,15,7D,19,8,3,7D,,,,999,F,22,254,2023-04-06 13:57:15
OICB5730957,ODLQ,GD,unload,2023,29,7C,23,7,3,7C,,,,999,F,45,253,2023-04-06 13:55:11
YSVY6006908,RRPF,TS,change,2023,22,7B,17,9,4,7B,,,,999,F,45,252,2023-04-06 13:57:09
CIBC7002229,GPGW,TS,change,2023,16,7A,17,5,2,7A,,,,999,F,45,251,2023-04-06 13:57:43
ICML9938167,UXAF,TS,change,2023,15,8D,15,2,3,8D,,,,999,F,22,258,2023-04-06 13:58:01
DYUG0004242,UXAF,TS,change,2023,15,8A,15,5,4,8A,,,,999,F,45,255,2023-04-06 13:57:27
JBUG8646526,TWYM,TS,change,2023,15,8D,15,2,2,8D,,,,999,F,22,258,2023-04-06 13:59:11
KSTF0018147,UXAF,TS,change,2023,15,8D,15,5,2,8D,,,,999,F,22,258,2023-04-06 13:58:31
RGLF4904404,TDJI,TS,change,2023,16,7B,17,9,3,7B,,,,999,F,45,252,2023-04-06 14:00:01
OEIP5521570,GNOR,GD,unload,2023,16,7D,19,8,2,7D,,,,999,F,22,254,2023-04-06 13:58:39
SWYQ9970704,ODLQ,TS,change,2023,29,7C,23,1,4,7C,,,,999,F,45,253,2023-04-06 13:57:57
JBUG8646526,TWYM,TS,change,2023,15,8D,15,2,4,8D,,,,999,F,22,258,2023-04-06 13:57:59
VRDO6427569,UXAF,GD,unload,2023,15,8B,7,2,4,8B,,,,999,F,45,256,2023-04-06 13:59:31
SPQV0363873,UXAF,GD,unload,2023,15,8A,15,5,3,8A,,,,999,F,45,255,2023-04-06 13:59:32
OWWZ2451342,XRIQ,TS,change,2023,19,7B,19,8,4,7B,,,,999,F,45,252,2023-04-06 14:05:51
EDPV8872649,UXAF,GD,unload,2023,15,7D,19,7,3,7D,,,,999,F,22,254,2023-04-06 14:01:46
REMV3696275,RMOD,GD,unload,2023,14,7A,17,5,1,7A,,,,999,F,43,251,2023-04-06 14:08:09
XBHP8135144,RMOD,GD,unload,2023,14,7C,23,1,3,7C,,,,999,F,45,253,2023-04-06 14:01:53
BNRA0846084,JXQD,GD,unload,2023,12,8D,15,6,1,8D,,,,999,F,22,258,2023-04-06 14:04:24
MKQF8245061,LRBX,TS,change,2023,23,8B,13,9,4,8B,,,,999,F,45,256,2023-04-06 14:03:08
CNPE1789727,YOSU,TS,change,2023,17,8C,22,2,3,8C,,,,999,F,22,257,2023-04-06 14:03:07
NNNI3106674,JNPN,TS,change,2023,12,7B,19,8,3,7B,,,,999,F,45,252,2023-04-06 14:00:41
TZLE3817959,UXAF,TS,change,2023,15,8A,13,7,4,8A,,,,999,F,45,255,2023-04-06 14:01:54
EJNZ6634560,JTRC,TS,change,2023,15,7A,15,3,3,7A,,,,999,F,45,251,2023-04-06 14:05:23
QSPC6555812,AIYA,TS,change,2023,16,8D,22,2,2,8D,,,,999,F,22,258,2023-04-06 14:02:37
XZHT2129125,LRBX,TS,change,2023,23,8B,13,9,3,8B,,,,999,F,45,256,2023-04-06 14:02:56
JGUF0538716,TWYM,TS,change,2023,15,7A,15,3,2,7A,,,,999,F,45,251,2023-04-06 14:05:02
VYOM1925727,IYDE,TS,change,2023,12,8A,13,7,3,8A,,,,999,F,45,255,2023-04-06 14:04:58
QJEQ8121948,RZSG,GD,unload,2023,29,7C,19,9,2,7C,,,,999,F,45,253,2023-04-06 14:06:33
ISEN0995957,PZNB,TS,change,2023,22,7D,38,4,4,7D,,,,999,F,22,254,2023-04-06 14:04:27
XXIP4888372,SKBN,VU,load,2023,23,7B,15,0,0,7B,,,,385,F,45,252,2023-04-06 14:06:17
QGRQ0905145,CGGA,TS,change,2023,21,8B,13,9,2,8B,,,,999,F,45,256,2023-04-06 14:06:32
NJQF9314456,IYDE,TS,change,2023,12,7A,15,3,1,7A,,,,999,F,45,251,2023-04-06 14:07:49
HGPG8842373,TWYM,GD,unload,2023,15,7D,38,4,3,7D,,,,999,F,22,254,2023-04-06 14:09:31
PHJK9725808,TDJI,TS,change,2023,16,8C,20,1,3,8C,,,,999,F,22,257,2023-04-06 14:12:40
AZOU8087462,VXUR,TS,change,2023,16,7A,19,7,5,7A,,,,999,F,45,251,2023-04-06 14:08:52
HXCR7734476,UXAF,VL,unload,2023,15,8A,1,3,4,8A,,,,303,F,45,255,2023-04-06 14:09:01
GUMY4342689,AIYA,GD,unload,2023,18,8D,22,2,1,8D,,,,999,F,22,258,2023-04-06 14:08:20
AMFS6933430,EEYN,TS,change,2023,22,7B,25,9,4,7B,,,,999,F,45,252,2023-04-06 14:09:07
FYME8678240,YOSU,GD,unload,2023,17,7C,17,1,4,7C,,,,999,F,45,253,2023-04-06 14:10:33
FSUE1404731,SKBN,VU,load,2023,23,8B,13,0,0,8B,,,,366,F,45,256,2023-04-06 14:09:03
JSOC1664848,JTRC,TS,change,2023,15,7A,19,7,4,7A,,,,999,F,45,251,2023-04-06 14:10:37
KYQG5101081,TWYM,TS,change,2023,15,8D,20,2,2,8D,,,,999,F,22,258,2023-04-06 14:10:17
LYOZ9037745,YOSU,TS,change,2023,17,7D,32,5,4,7D,,,,999,F,22,254,2023-04-06 14:11:53
IREX4535593,UKVE,TS,change,2023,18,7B,25,9,3,7B,,,,999,F,45,252,2023-04-06 14:11:36
GFWU1387358,UXAF,VL,unload,2023,15,8A,3,7,4,8A,,,,317,F,45,255,2023-04-06 14:12:33
IBEM6821475,IYDE,TS,change,2023,12,7A,19,7,3,7A,,,,999,F,45,251,2023-04-06 14:10:19
KDMP5412539,SKBN,VU,load,2023,23,7C,15,0,0,7C,,,,309,F,45,253,2023-04-06 14:13:48
RPVJ9866307,YOSU,TS,change,2023,17,7D,32,6,2,7D,,,,999,F,22,254,2023-04-06 14:13:15
UMPX5992231,SKBN,VU,load,2023,23,7A,19,0,0,7A,,,,307,F,45,251,2023-04-06 14:14:55
OCXW1879768,AIYA,GD,unload,2023,18,8D,20,2,1,8D,,,,999,F,22,258,2023-04-06 14:15:29
HQTS4507936,YOSU,GD,unload,2023,16,7B,25,9,2,7B,,,,999,F,45,252,2023-04-06 14:15:42
WYNG7456086,SKBN,VU,load,2023,23,8B,13,0,0,8B,,,,377,F,45,256,2023-04-06 14:16:17
JSLS8288027,UXAF,VL,unload,2023,15,8A,7,1,2,8A,,,,331,F,45,255,2023-04-06 14:14:16
XQSG8388536,ESQU,TS,change,2023,21,7C,23,5,5,7C,,,,999,F,45,253,2023-04-06 14:16:14
PKLA3047187,YOSU,GD,unload,2023,17,7D,32,6,1,7D,,,,999,F,22,254,2023-04-06 14:15:47
LEGY6693661,VXUR,TS,change,2023,16,7A,19,7,2,7A,,,,999,F,45,251,2023-04-06 14:17:22
GPZF2409223,CBPR,TS,change,2023,16,7C,23,5,4,7C,,,,999,F,45,253,2023-04-06 14:17:19
ZHVG0661935,SLVN,TS,change,2023,23,8A,5,8,5,8A,,,,999,F,45,255,2023-04-06 14:17:02
QLCO9969214,UXAF,TS,change,2023,15,7B,15,6,5,7B,,,,999,F,45,252,2023-04-06 14:18:13
OHWY3112260,JXQD,GD,unload,2023,12,8D,16,1,2,8D,,,,999,F,22,258,2023-04-06 14:19:05
GUMD8544741,RMOD,TS,change,2023,14,7C,23,5,3,7C,,,,999,F,45,253,2023-04-06 14:18:13
CEZJ5866027,UXAF,VU,load,2023,15,7A,19,0,0,7A,,,,310,F,45,251,2023-04-06 14:19:08
HHIP0665674,RMOD,TS,change,2023,14,8A,5,8,4,8A,,,,999,F,45,255,2023-04-06 14:19:26
DSEF5564587,UXAF,TS,change,2023,14,7B,15,6,4,7B,,,,999,F,45,252,2023-04-06 14:25:25
BEKJ1116531,ZKIE,TS,change,2023,21,8D,16,8,3,8D,,,,999,F,22,258,2023-04-06 14:19:55
KQVC7639515,RZSG,TS,change,2023,29,7D,13,5,4,7D,,,,999,F,22,254,2023-04-06 14:21:42
IBEM6821475,IYDE,TS,change,2023,12,7A,19,5,4,7A,,,,999,F,45,251,2023-04-06 14:19:16
RBUW2361912,SKBN,VU,load,2023,23,8B,11,0,0,8B,,,,382,F,45,256,2023-04-06 14:19:43
HNGL5866408,MPFG,TS,change,2023,17,7C,23,5,2,7C,,,,999,F,45,253,2023-04-06 14:20:57
VGVX9176241,JKPF,TS,change,2023,16,7B,15,6,3,7B,,,,999,F,45,252,2023-04-06 14:19:52
ZPZT7507233,PZNB,TS,change,2023,22,8A,5,8,3,8A,,,,999,F,44,255,2023-04-06 14:21:00
XWXO2448032,UXAF,TS,change,2023,15,7D,13,5,3,7D,,,,999,F,22,254,2023-04-06 14:22:42
BLHK0244232,IYDE,TS,change,2023,12,8A,5,8,2,8A,,,,999,F,45,255,2023-04-06 14:22:53
VZRJ3666459,AIYA,GD,unload,2023,18,8D,16,8,2,8D,,,,999,F,22,258,2023-04-06 14:21:41
BCDJ4741627,YOSU,GD,unload,2023,16,7B,15,6,2,7B,,,,999,F,45,252,2023-04-06 14:23:21
VNRL4985642,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,360,F,45,256,2023-04-06 14:21:55
IADH1911197,PNFY,GD,unload,2023,19,7C,23,5,1,7C,,,,999,F,45,253,2023-04-06 14:23:59
ZLAJ9524045,RZSG,GD,unload,2023,29,7D,13,5,2,7D,,,,999,F,22,254,2023-04-06 14:23:11
DVVR7867430,YZCI,TS,change,2023,19,8C,15,2,3,8C,,,,999,F,22,257,2023-04-06 14:22:34
RKQP8733711,UXAF,VU,load,2023,15,7A,17,0,0,7A,,,,312,F,45,251,2023-04-06 14:24:08
XVRS9880918,SKBN,VU,load,2023,23,8A,3,0,0,8A,,,,377,F,45,255,2023-04-06 14:26:43
BVHS5655568,SKBN,VU,load,2023,23,8B,11,0,0,8B,,,,307,F,45,256,2023-04-06 14:26:07
HZXR4661128,JTRC,GD,unload,2023,15,8D,11,6,1,8D,,,,999,F,22,258,2023-04-06 14:27:32
EIDR8813097,SKBN,VU,load,2023,23,7C,23,0,0,7C,,,,385,F,45,253,2023-04-06 14:27:24
BUTK9061236,SKBN,VU,load,2023,23,7B,13,0,0,7B,,,,366,F,45,252,2023-04-06 14:27:27
IXRU6540723,YZCI,TS,change,2023,19,8C,15,2,2,8C,,,,999,F,22,257,2023-04-06 14:27:50
IZQS3161004,UXAF,VU,load,2023,15,7A,17,0,0,7A,,,,350,F,45,251,2023-04-06 14:30:57
BKJK8204767,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,353,F,45,256,2023-04-06 14:30:12
STKB2308779,UXAF,TS,change,2023,15,7B,23,4,5,7B,,,,999,F,45,252,2023-04-06 14:30:28
UZYV3612185,RZSG,GD,unload,2023,29,8A,13,1,4,8A,,,,999,F,43,255,2023-04-06 14:28:56
PEEO8256226,UXAF,VU,load,2023,15,7A,19,0,0,7A,,,,360,F,43,251,2023-04-06 14:33:24
RYZR4547935,TDJI,GD,unload,2023,16,7D,7,1,2,7D,,,,999,F,22,254,2023-04-06 14:28:33
HYKO5876320,RRPF,VU,load,2023,22,7C,23,0,0,7C,,,,328,F,43,253,2023-04-06 14:30:44
SDLN5665215,XRWU,TS,change,2023,20,7B,23,4,4,7B,,,,999,F,45,252,2023-04-06 14:31:19
HQNB2787090,UXAF,GD,unload,2023,15,8D,7,9,3,8D,,,,999,F,22,258,2023-04-06 14:31:44
FWPC8779963,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,310,F,45,256,2023-04-06 14:35:09
SWMV5776194,TWYM,TS,change,2023,15,7A,19,3,3,7A,,,,999,F,45,251,2023-04-06 14:30:27
PWMZ6832379,UXAF,VU,load,2023,15,7C,23,0,0,7C,,,,370,F,45,253,2023-04-06 14:33:02
UHTT0969389,YOSU,GD,unload,2023,17,7D,7,6,1,7D,,,,999,F,22,254,2023-04-06 14:31:49
DHIJ0845422,VXUR,GD,unload,2023,16,7B,23,4,3,7B,,,,999,F,45,252,2023-04-06 14:33:10
OYPP9749330,JTRC,TS,change,2023,15,7A,19,3,2,7A,,,,999,F,45,251,2023-04-06 14:36:31
LJIO6508150,RRPF,VU,load,2023,22,8A,13,0,0,8A,,,,340,F,43,255,2023-04-06 14:39:41
MRFJ5091694,RZSG,GD,unload,2023,29,8D,15,5,1,8D,,,,999,F,22,258,2023-04-06 14:35:00
ECVB0221234,UKVE,TS,change,2023,18,7C,25,2,5,7C,,,,999,F,45,253,2023-04-06 14:34:42
DIDR5374842,IYDE,TS,change,2023,12,7A,19,3,1,7A,,,,999,F,45,251,2023-04-06 14:35:12
XVXB6471576,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,337,F,45,256,2023-04-06 14:35:12
GCUC3071162,ZKIE,TS,change,2023,21,7C,25,2,4,7C,,,,999,F,45,253,2023-04-06 14:37:16
MDYM3521186,TWYM,GD,unload,2023,15,8C,15,2,1,8C,,,,999,F,22,257,2023-04-06 14:36:42
OLDW0898617,UXAF,VU,load,2023,15,7A,21,0,0,7A,,,,350,F,45,251,2023-04-06 14:38:20
VKYG6718552,TYWJ,GD,unload,2023,15,8A,21,5,5,8A,,,,999,F,45,255,2023-04-06 14:38:01
VJMX3799406,UXAF,VU,load,2023,15,7B,25,0,0,7B,,,,312,F,45,252,2023-04-06 14:38:26
SCSQ5124560,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,351,F,45,256,2023-04-06 14:38:18
RGQX9428186,RRPF,VU,load,2023,22,7A,21,0,0,7A,,,,328,F,43,251,2023-04-06 14:45:47
REBG8658365,MZPH,TS,change,2023,17,8D,2,8,3,8D,,,,999,F,22,258,2023-04-06 14:41:00
UQWC6106873,RRPF,VU,load,2023,22,7B,25,0,0,7B,,,,347,F,45,252,2023-04-06 14:42:57
YDRE1220708,WXWA,GD,unload,2023,15,7C,25,2,3,7C,,,,999,F,45,253,2023-04-06 14:40:55
HAHR7320203,RRPF,VU,load,2023,22,8A,19,0,0,8A,,,,330,F,45,255,2023-04-06 14:41:18
BRMY0024672,UXAF,VU,load,2023,15,8B,11,0,0,8B,,,,360,F,45,256,2023-04-06 14:41:09
VSPD6723239,KMXV,TS,change,2023,23,7A,27,7,5,7A,,,,999,F,45,251,2023-04-06 14:42:28
YPPH1371797,TWYM,TS,change,2023,15,7D,16,6,3,7D,,,,999,F,22,254,2023-04-06 14:43:27
TAUV0031190,UKVE,GD,unload,2023,18,8D,2,8,2,8D,,,,999,F,22,258,2023-04-06 14:43:34
UEWI0750653,RZSG,TS,change,2023,29,8A,19,5,5,8A,,,,999,F,45,255,2023-04-06 14:40:40
CTPC1637215,UGAO,TS,change,2023,19,7B,19,8,2,7B,,,,999,F,45,252,2023-04-06 14:43:21
IPTC3482645,YOSU,TS,change,2023,17,7A,27,7,4,7A,,,,999,F,45,251,2023-04-06 14:44:46
XRNC7443819,MZPH,GD,unload,2023,17,7D,16,6,2,7D,,,,999,F,22,254,2023-04-06 14:43:18
FNHQ8286239,UXAF,VU,load,2023,15,7C,19,0,0,7C,,,,353,F,45,253,2023-04-06 14:45:44
TJWK0535229,UXAF,TS,change,2023,15,8D,16,5,2,8D,,,,999,F,22,258,2023-04-06 14:45:06
BDJZ9672599,JKPF,TS,change,2023,17,8B,5,8,4,8B,,,,999,F,45,256,2023-04-06 14:46:10
IVKO6816939,TPCT,GD,unload,2023,22,8A,19,5,4,8A,,,,999,F,45,255,2023-04-06 14:45:41
OSON4010544,IYDE,TS,change,2023,12,7A,27,7,3,7A,,,,999,F,45,251,2023-04-06 14:51:31
GWGN8615761,VXUR,GD,unload,2023,16,7B,19,8,1,7B,,,,999,F,45,252,2023-04-06 14:45:46
SHEE7964516,ESQU,TS,change,2023,21,7C,13,5,5,7C,,,,999,F,45,253,2023-04-06 14:50:12
LSAA5872482,APTB,TS,change,2023,18,8B,5,8,3,8B,,,,999,F,45,256,2023-04-06 14:47:24
EPWU9382684,RZSG,GD,unload,2023,29,8D,16,5,1,8D,,,,999,F,22,258,2023-04-06 14:47:34
DBED0819360,UXAF,TS,change,2023,15,7A,27,6,4,7A,,,,999,F,45,251,2023-04-06 14:49:01
MHAD1566927,SSFG,TS,change,2023,23,8A,25,4,5,8A,,,,999,F,45,255,2023-04-06 14:48:30
HHEB8310798,YOSU,TS,change,2023,17,7C,13,5,4,7C,,,,999,F,45,253,2023-04-06 14:48:30
UABQ7089625,YOSU,GD,unload,2023,17,7D,18,9,3,7D,,,,999,F,22,254,2023-04-06 14:48:32
KXBD7072690,APTB,TS,change,2023,18,8B,5,8,2,8B,,,,999,F,45,256,2023-04-06 14:50:26
FPDR7819075,IYDE,TS,change,2023,12,7A,27,6,3,7A,,,,999,F,45,251,2023-04-06 14:50:57
LXDM8859745,XQHP,TS,change,2023,19,7B,17,9,2,7B,,,,999,F,45,252,2023-04-06 14:53:00
PEFK5755149,MDHF,TS,change,2023,25,7A,27,5,5,7A,,,,999,F,45,251,2023-04-06 14:51:35
SXJD0280920,ODLQ,GD,unload,2023,29,8A,25,4,4,8A,,,,999,F,45,255,2023-04-06 14:52:02
NRWL1777938,MGBO,GD,unload,2023,14,7C,13,5,3,7C,,,,999,F,45,253,2023-04-06 14:53:31
XEOV6488231,YOSU,TS,change,2023,17,7A,27,5,4,7A,,,,999,F,45,251,2023-04-06 14:52:18
ZNJH9858324,APTB,GD,unload,2023,18,8B,5,8,1,8B,,,,999,F,45,256,2023-04-06 14:51:56
HBFH3689691,UXAF,TS,change,2023,15,7B,17,8,4,7B,,,,999,F,45,252,2023-04-06 14:52:44
KZHP9240386,LWXJ,TS,change,2023,18,7A,27,5,3,7A,,,,999,F,45,251,2023-04-06 14:53:24
QPEH9095021,APTB,TS,change,2023,18,7B,17,8,3,7B,,,,999,F,45,252,2023-04-06 14:54:22
QUMN4123413,TPCT,TS,change,2023,22,7C,11,1,4,7C,,,,999,F,45,253,2023-04-06 14:54:52
HBFF7692717,IYDE,TS,change,2023,12,7A,27,5,2,7A,,,,999,F,45,251,2023-04-06 14:59:55
ZWNA2474231,ODLQ,GD,unload,2023,29,8A,25,4,3,8A,,,,999,F,45,255,2023-04-06 14:55:36
QJGF7366585,TDJI,TS,change,2023,16,7B,17,8,2,7B,,,,999,F,45,252,2023-04-06 14:54:45
GBPA7373226,YOSU,TS,change,2023,17,8B,23,5,5,8B,,,,999,F,45,256,2023-04-06 15:02:28
JXMS2279145,XRWU,TS,change,2023,22,7C,13,7,3,7C,,,,999,F,45,253,2023-04-06 14:58:57
XMII4550272,RZSG,TS,change,2023,29,8A,27,6,5,8A,,,,999,F,45,255,2023-04-06 14:59:41
LCEP6458293,YOSU,TS,change,2023,17,8B,23,5,4,8B,,,,999,F,45,256,2023-04-06 14:57:53
IITP2196628,YOSU,TS,change,2023,16,7B,17,8,1,7B,,,,999,F,45,252,2023-04-06 14:56:24
SWMV5776194,TWYM,TS,change,2023,15,7A,19,5,5,7A,,,,999,F,45,251,2023-04-06 15:00:07
IBSG9344401,JTRC,TS,change,2023,15,8A,27,6,4,8A,,,,999,F,45,255,2023-04-06 15:00:27
MRRF2680233,GPGW,TS,change,2023,16,7C,15,2,5,7C,,,,999,F,45,253,2023-04-06 14:59:31
OCYT8424091,YOSU,TS,change,2023,17,8B,23,5,3,8B,,,,999,F,45,256,2023-04-06 15:02:33
BERD4142218,UXAF,TS,change,2023,15,7B,17,5,5,7B,,,,999,F,45,252,2023-04-06 15:00:11
PEEO8256226,UXAF,TS,change,2023,15,7A,19,5,4,7A,,,,999,F,43,251,2023-04-06 14:58:37
OGYL2647254,NULK,GD,unload,2023,15,8C,20,6,3,8C,,,,999,F,22,257,2023-04-06 14:58:53
PMWQ7409223,TWYM,TS,change,2023,15,8A,27,6,3,8A,,,,999,F,45,255,2023-04-06 15:01:06
VCHN5160604,GPGW,TS,change,2023,16,7C,15,2,4,7C,,,,999,F,45,253,2023-04-06 15:04:44
GFLR4387880,UXAF,TS,change,2023,15,7B,17,5,4,7B,,,,999,F,45,252,2023-04-06 15:01:22
JSOC1664848,JTRC,TS,change,2023,15,7A,19,5,3,7A,,,,999,F,45,251,2023-04-06 15:01:49
HFRJ6973369,TPCT,GD,unload,2023,22,8B,23,5,2,8B,,,,999,F,45,256,2023-04-06 15:01:55
ZMTS7821351,IYDE,TS,change,2023,12,8A,27,6,2,8A,,,,999,F,45,255,2023-04-06 15:02:24
HKTO5860507,YOSU,TS,change,2023,16,7C,15,2,3,7C,,,,999,F,45,253,2023-04-06 15:02:41
ZNKE4226399,UXAF,TS,change,2023,15,7B,17,5,3,7B,,,,999,F,45,252,2023-04-06 15:01:47
AZOU8087462,VXUR,TS,change,2023,16,7A,19,5,2,7A,,,,999,F,45,251,2023-04-06 15:06:01
KZRP9168604,RZSG,TS,change,2023,29,7D,12,5,4,7D,,,,999,F,22,254,2023-04-06 15:04:19
BENT1894686,TDJI,GD,unload,2023,16,8D,30,9,3,8D,,,,999,F,22,258,2023-04-06 15:04:14
DCSD6246032,ODLQ,TS,change,2023,29,8B,25,3,4,8B,,,,999,F,45,256,2023-04-06 15:06:31
RLQH2289571,XQHP,TS,change,2023,21,8A,23,8,4,8A,,,,999,F,45,255,2023-04-06 15:08:08
MCKU7062707,IYDE,TS,change,2023,12,7B,9,4,5,7B,,,,999,F,45,252,2023-04-06 15:05:53
YZSL2642702,XQHP,TS,change,2023,19,7C,17,4,5,7C,,,,999,F,45,253,2023-04-06 15:04:18
NQLD4484955,UXAF,GD,unload,2023,15,7A,19,5,1,7A,,,,999,F,45,251,2023-04-06 15:08:45
CPGK1512118,SSFG,TS,change,2023,23,8B,25,3,3,8B,,,,999,F,45,256,2023-04-06 15:06:05
MOMI8572783,RMOD,TS,change,2023,14,8A,23,8,3,8A,,,,999,F,45,255,2023-04-06 15:07:50
OKIQ3596512,MPFG,TS,change,2023,17,7B,9,4,4,7B,,,,999,F,45,252,2023-04-06 15:05:47
EADP0258949,UXAF,TS,change,2023,15,7D,12,5,3,7D,,,,999,F,22,254,2023-04-06 15:06:43
IGTS3682464,YOSU,TS,change,2023,17,8B,25,3,2,8B,,,,999,F,45,256,2023-04-06 15:10:12
YZXJ4125273,TDJI,GD,unload,2023,16,8D,33,3,1,8D,,,,999,F,22,258,2023-04-06 15:07:55
HJNC6999295,RZSG,TS,change,2023,27,8A,23,8,2,8A,,,,999,F,45,255,2023-04-06 15:07:20
MKYW1847568,KMXV,TS,change,2023,23,7C,19,4,3,7C,,,,999,F,45,253,2023-04-06 15:09:04
JLDY5877471,YOSU,TS,change,2023,17,7B,9,4,3,7B,,,,999,F,45,252,2023-04-06 15:08:32
TKHF0174126,RZSG,GD,unload,2023,29,7D,12,5,2,7D,,,,999,F,22,254,2023-04-06 15:08:39
AFCB5648419,XQHP,TS,change,2023,21,7B,9,4,2,7B,,,,999,F,45,252,2023-04-06 15:12:14
CJSM2493346,AIYA,GD,unload,2023,18,8D,33,8,3,8D,,,,999,F,22,258,2023-04-06 15:11:15
ZOZH3376487,IYDE,TS,change,2023,12,8A,23,8,1,8A,,,,999,F,45,255,2023-04-06 15:09:15
ERVP0421131,KMPN,TS,change,2023,27,7C,19,4,2,7C,,,,999,F,45,253,2023-04-06 15:11:23
VVKC8997338,ODLQ,TS,change,2023,29,7B,9,5,5,7B,,,,999,F,45,252,2023-04-06 15:12:31
LUPA4243950,YOSU,GD,unload,2023,17,8B,25,3,1,8B,,,,999,F,45,256,2023-04-06 15:11:45
SJTV0190493,NULK,TS,change,2023,15,8A,21,3,4,8A,,,,999,F,45,255,2023-04-06 15:11:29
IOQD0865521,NULK,TS,change,2023,15,8D,28,7,2,8D,,,,999,F,22,258,2023-04-06 15:12:52
IOQD0865521,NULK,TS,change,2023,15,8D,28,4,1,8D,,,,999,F,22,258,2023-04-06 15:11:36
GMTC2422569,AIYA,TS,change,2023,18,7B,9,7,5,7B,,,,999,F,45,252,2023-04-06 15:12:54
ECIN1132081,AMXM,GD,unload,2023,15,7A,7,3,2,7A,,,,999,F,45,251,2023-04-06 15:15:42
QIJK6033085,KSMH,TS,change,2023,13,8A,21,3,3,8A,,,,999,F,45,255,2023-04-06 15:17:45
ISPY5545189,RRPF,GD,unload,2023,21,7C,15,2,2,7C,,,,999,F,45,253,2023-04-06 15:13:42
LTVV2268931,RMOD,TS,change,2023,14,7B,9,7,4,7B,,,,999,F,45,252,2023-04-06 15:14:19
ITIP5434264,LRBX,TS,change,2023,23,8C,10,8,3,8C,,,,999,F,22,257,2023-04-06 15:14:00
FJIS3419186,TDJI,GD,unload,2023,16,8D,28,7,1,8D,,,,999,F,22,258,2023-04-06 15:14:26
GMAO6437730,IYDE,TS,change,2023,12,8A,21,3,2,8A,,,,999,F,45,255,2023-04-06 15:14:13
XPNI5828320,RZSG,TS,change,2023,29,8D,1,3,3,8D,,,,999,F,22,254,2023-04-06 15:15:58
RZLV1312628,KMPN,TS,change,2023,27,7B,9,7,3,7B,,,,999,F,45,252,2023-04-06 15:18:03
IPRW9095994,LRBX,TS,change,2023,23,8C,10,8,2,8C,,,,999,F,22,257,2023-04-06 15:18:03
MEDV2543171,IYDE,TS,change,2023,12,8A,21,3,1,8A,,,,999,F,45,255,2023-04-06 15:17:50
UPGH1200576,UXAF,GD,unload,2023,15,7C,9,7,3,7C,,,,999,F,45,253,2023-04-06 15:18:20
HLSL7361153,AIYA,GD,unload,2023,18,8D,23,2,2,8D,,,,999,F,22,258,2023-04-06 15:18:17
UAZI7486609,TPCT,GD,unload,2023,22,8B,5,9,3,8B,,,,999,F,45,256,2023-04-06 15:17:00
XPVR0300707,SKBN,VU,load,2023,23,7A,9,0,0,7A,,,,384,F,45,251,2023-04-06 15:19:17
NSUH9739626,WCSI,GD,unload,2023,14,8C,10,8,1,8C,,,,999,F,22,257,2023-04-06 15:20:55
QSPC6555812,AIYA,TS,change,2023,16,8D,22,6,3,8D,,,,999,F,22,258,2023-04-06 15:20:03
TENL2239468,RZSG,GD,unload,2023,29,8D,1,3,2,8D,,,,999,F,22,254,2023-04-06 15:22:36
QSPC6555812,AIYA,TS,change,2023,16,8D,22,2,1,8D,,,,999,F,22,258,2023-04-06 15:19:53
